object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_huldrsadmin_producer_string_sort,object_objectSize_num
459313450,W1PD137878-I2PD18015,"urn-3:FHCL:37593735, urn-3:HUL.DRS.OBJECT:37593734",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T20:59:26.810Z,,batchW1PD137878-1-eb,609690,2018-10-09T20:58:22.0Z,FHCL.COLL_batchW1PD137878-1-eb_20180926_130912,346,,R,Tibetan Buddhist Resource Center,31506160
459313798,W1PD137878-I2PD18016,"urn-3:FHCL:37593737, urn-3:HUL.DRS.OBJECT:37593736",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T20:59:40.410Z,,batchW1PD137878-1-eb,609690,2018-10-09T20:58:22.0Z,FHCL.COLL_batchW1PD137878-1-eb_20180926_130912,442,,R,Tibetan Buddhist Resource Center,37375775
459314242,W25094-4813,"urn-3:FHCL:37593731, urn-3:HUL.DRS.OBJECT:37593730",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T20:59:02.968Z,,batchW25094-1-c9,609691,2018-10-09T20:59:03.0Z,FHCL.COLL_batchW25094-1-c9_20181005_172542,390,,R,Tibetan Buddhist Resource Center,44102342
459314634,W30498-I1CZ4697,"urn-3:FHCL:37593739, urn-3:HUL.DRS.OBJECT:37593738",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:25:56.807Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,524,,R,Tibetan Buddhist Resource Center,53259707
459315160,W30498-I1CZ4704,"urn-3:FHCL:37593741, urn-3:HUL.DRS.OBJECT:37593740",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:26:14.117Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,1452,,R,Tibetan Buddhist Resource Center,115939641
459316614,W30498-I1CZ4722,"urn-3:FHCL:37593743, urn-3:HUL.DRS.OBJECT:37593742",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:27:03.598Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,584,,R,Tibetan Buddhist Resource Center,46065775
459317200,W30498-I1CZ4729,"urn-3:FHCL:37593745, urn-3:HUL.DRS.OBJECT:37593744",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:27:26.39Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,856,,R,Tibetan Buddhist Resource Center,80844041
459318058,W30498-I1CZ4736,"urn-3:FHCL:37593747, urn-3:HUL.DRS.OBJECT:37593746",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:27:56.982Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,1314,,R,Tibetan Buddhist Resource Center,124006083
459319374,W30498-I1CZ4761,"urn-3:FHCL:37593749, urn-3:HUL.DRS.OBJECT:37593748",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:28:44.791Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,572,,R,Tibetan Buddhist Resource Center,51948244
459319948,W30498-I1CZ4768,"urn-3:FHCL:37593751, urn-3:HUL.DRS.OBJECT:37593750",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:29:09.903Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,4,,R,Tibetan Buddhist Resource Center,23850
459319954,W30498-I1CZ4793,"urn-3:FHCL:37593753, urn-3:HUL.DRS.OBJECT:37593752",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:29:11.364Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,572,,R,Tibetan Buddhist Resource Center,49508222
459320528,W30498-I1CZ4800,"urn-3:FHCL:37593755, urn-3:HUL.DRS.OBJECT:37593754",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:29:30.924Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,1394,,R,Tibetan Buddhist Resource Center,119154103
459321924,W30498-I1CZ4825,"urn-3:FHCL:37593757, urn-3:HUL.DRS.OBJECT:37593756",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:30:21.975Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,312,,R,Tibetan Buddhist Resource Center,26367810
459322238,W30498-I1CZ4832,"urn-3:FHCL:37593759, urn-3:HUL.DRS.OBJECT:37593758",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:30:36.813Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,578,,R,Tibetan Buddhist Resource Center,54449666
459322818,W30498-I1CZ4857,"urn-3:FHCL:37593761, urn-3:HUL.DRS.OBJECT:37593760",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:31:00.922Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,572,,R,Tibetan Buddhist Resource Center,51949980
459323392,W30498-I1CZ4864,"urn-3:FHCL:37593763, urn-3:HUL.DRS.OBJECT:37593762",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:31:22.237Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,482,,R,Tibetan Buddhist Resource Center,48373042
459323876,W30498-I1CZ4871,"urn-3:FHCL:37593765, urn-3:HUL.DRS.OBJECT:37593764",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:31:41.953Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,861,,R,Tibetan Buddhist Resource Center,81768895
459324739,W30498-I1CZ4909,"urn-3:FHCL:37593767, urn-3:HUL.DRS.OBJECT:37593766",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:32:14.640Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,651,,R,Tibetan Buddhist Resource Center,44959501
459325392,W30498-I1CZ4916,"urn-3:FHCL:37593769, urn-3:HUL.DRS.OBJECT:37593768",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:32:40.611Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,652,,R,Tibetan Buddhist Resource Center,43600866
459326046,W30498-I1CZ4954,"urn-3:FHCL:37593771, urn-3:HUL.DRS.OBJECT:37593770",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:33:07.315Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,108,,R,Tibetan Buddhist Resource Center,7909835
459326156,W30498-I1CZ4962,"urn-3:FHCL:37593773, urn-3:HUL.DRS.OBJECT:37593772",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:33:14.844Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,882,,R,Tibetan Buddhist Resource Center,71287056
459327040,W30498-I1CZ4969,"urn-3:FHCL:37593775, urn-3:HUL.DRS.OBJECT:37593774",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:33:47.812Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,1306,,R,Tibetan Buddhist Resource Center,103519736
459328348,W30498-I1CZ4987,"urn-3:FHCL:37593779, urn-3:HUL.DRS.OBJECT:37593778",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T21:34:49.628Z,,batchW30498-11-57,609692,2018-10-09T21:25:57.0Z,FHCL.COLL_batchW30498-11-57_20180922_134927,654,,R,Tibetan Buddhist Resource Center,83605084
459363340,W4PD502-I4PD3972,"urn-3:FHCL:37593811, urn-3:HUL.DRS.OBJECT:37593810",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:21:11.406Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,338,,R,Tibetan Buddhist Resource Center,76709989
459363680,W4PD502-I4PD3983,"urn-3:FHCL:37593813, urn-3:HUL.DRS.OBJECT:37593812",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:21:19.283Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,384,,R,Tibetan Buddhist Resource Center,89640580
459364066,W4PD502-I4PD3990,"urn-3:FHCL:37593815, urn-3:HUL.DRS.OBJECT:37593814",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:21:28.272Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,468,,R,Tibetan Buddhist Resource Center,108765375
459364536,W4PD502-I4PD3997,"urn-3:FHCL:37593817, urn-3:HUL.DRS.OBJECT:37593816",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:21:39.0Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,712,,R,Tibetan Buddhist Resource Center,170213043
459365250,W4PD502-I4PD4004,"urn-3:FHCL:37593819, urn-3:HUL.DRS.OBJECT:37593818",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:21:55.919Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,388,,R,Tibetan Buddhist Resource Center,88316495
459365640,W4PD502-I4PD4015,"urn-3:FHCL:37593821, urn-3:HUL.DRS.OBJECT:37593820",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:22:07.846Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,538,,R,Tibetan Buddhist Resource Center,120909256
459366180,W4PD502-I4PD4022,"urn-3:FHCL:37593823, urn-3:HUL.DRS.OBJECT:37593822",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:22:20.758Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,274,,R,Tibetan Buddhist Resource Center,62307076
459366456,W4PD502-I4PD4029,"urn-3:FHCL:37593825, urn-3:HUL.DRS.OBJECT:37593824",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:22:28.62Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,674,,R,Tibetan Buddhist Resource Center,154928086
459367132,W4PD502-I4PD4036,"urn-3:FHCL:37593827, urn-3:HUL.DRS.OBJECT:37593826",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:22:43.522Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,610,,R,Tibetan Buddhist Resource Center,143504357
459367744,W4PD502-I4PD4047,"urn-3:FHCL:37593829, urn-3:HUL.DRS.OBJECT:37593828",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:22:58.419Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,436,,R,Tibetan Buddhist Resource Center,101359626
459368182,W4PD502-I4PD4054,"urn-3:FHCL:37593831, urn-3:HUL.DRS.OBJECT:37593830",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:23:09.392Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,408,,R,Tibetan Buddhist Resource Center,94691206
459368592,W4PD502-I4PD4061,"urn-3:FHCL:37593833, urn-3:HUL.DRS.OBJECT:37593832",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:23:19.621Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,392,,R,Tibetan Buddhist Resource Center,91034107
459368986,W4PD502-I4PD4068,"urn-3:FHCL:37593835, urn-3:HUL.DRS.OBJECT:37593834",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:23:29.400Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,436,,R,Tibetan Buddhist Resource Center,105199995
459369424,W4PD502-I4PD4079,"urn-3:FHCL:37593837, urn-3:HUL.DRS.OBJECT:37593836",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:23:39.982Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,356,,R,Tibetan Buddhist Resource Center,83261023
459369782,W4PD502-I4PD4086,"urn-3:FHCL:37593839, urn-3:HUL.DRS.OBJECT:37593838",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:23:48.400Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,362,,R,Tibetan Buddhist Resource Center,85032358
459370146,W4PD502-I4PD4093,"urn-3:FHCL:37593841, urn-3:HUL.DRS.OBJECT:37593840",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:23:57.746Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,444,,R,Tibetan Buddhist Resource Center,99057730
459370592,W4PD502-I4PD4100,"urn-3:FHCL:37593843, urn-3:HUL.DRS.OBJECT:37593842",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:24:08.886Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,540,,R,Tibetan Buddhist Resource Center,123524126
459371134,W4PD502-I4PD4104,"urn-3:FHCL:37593845, urn-3:HUL.DRS.OBJECT:37593844",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:24:22.404Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,544,,R,Tibetan Buddhist Resource Center,127163604
459371680,W4PD502-I4PD4111,"urn-3:FHCL:37593847, urn-3:HUL.DRS.OBJECT:37593846",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:24:34.59Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,264,,R,Tibetan Buddhist Resource Center,59357667
459371946,W4PD502-I4PD4118,"urn-3:FHCL:37593849, urn-3:HUL.DRS.OBJECT:37593848",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-10-09T22:24:41.80Z,,batchW4PD502-1-8a,609695,2018-10-09T22:21:10.0Z,FHCL.COLL_batchW4PD502-1-8a_20180729_162442,262,,R,Tibetan Buddhist Resource Center,58919503
459406744,W28846-Outline,urn-3:HUL.DRS.OBJECT:37607796,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:02.6Z,,outlineW28846-Outline,611694,2018-10-11T15:14:02.0Z,FHCL.COLL_outlineW28846-Outline_20181009_215113,1,,P,Tibetan Buddhist Resource Center,189284
459406747,W27015-Outline,urn-3:HUL.DRS.OBJECT:37607797,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:02.8Z,,outlineW27015-Outline,611695,2018-10-11T15:14:02.0Z,FHCL.COLL_outlineW27015-Outline_20181009_215205,1,,P,Tibetan Buddhist Resource Center,39888
459406750,W28935-Outline,urn-3:HUL.DRS.OBJECT:37607794,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:02.4Z,,outlineW28935-Outline,611693,2018-10-11T15:14:02.0Z,FHCL.COLL_outlineW28935-Outline_20181009_222623,1,,P,Tibetan Buddhist Resource Center,18469
459406753,W29091-Outline,urn-3:HUL.DRS.OBJECT:37607800,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:03.396Z,,outlineW29091-Outline,611696,2018-10-11T15:14:03.0Z,FHCL.COLL_outlineW29091-Outline_20181009_214751,1,,P,Tibetan Buddhist Resource Center,21887
459406756,W1PD5300-Outline,urn-3:HUL.DRS.OBJECT:37607803,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:03.890Z,,outlineW1PD5300-Outline,611697,2018-10-11T15:14:04.0Z,FHCL.COLL_outlineW1PD5300-Outline_20181009_224417,1,,P,Tibetan Buddhist Resource Center,46394
459406759,W20406-Outline,urn-3:HUL.DRS.OBJECT:37607802,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:03.871Z,,outlineW20406-Outline,611698,2018-10-11T15:14:04.0Z,FHCL.COLL_outlineW20406-Outline_20181009_214931,1,,P,Tibetan Buddhist Resource Center,45118
459406762,W29654-Outline,urn-3:HUL.DRS.OBJECT:37607806,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:04.687Z,,outlineW29654-Outline,611699,2018-10-11T15:14:05.0Z,FHCL.COLL_outlineW29654-Outline_20181009_224921,1,,P,Tibetan Buddhist Resource Center,107295
459406765,W29515-Outline,urn-3:HUL.DRS.OBJECT:37607807,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:05.16Z,,outlineW29515-Outline,611700,2018-10-11T15:14:05.0Z,FHCL.COLL_outlineW29515-Outline_20181009_225107,1,,P,Tibetan Buddhist Resource Center,267091
459406768,W29363-Outline,urn-3:HUL.DRS.OBJECT:37607808,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-10-11T15:14:05.60Z,,outlineW29363-Outline,611701,2018-10-11T15:14:05.0Z,FHCL.COLL_outlineW29363-Outline_20181009_151119,1,,P,Tibetan Buddhist Resource Center,24278
