object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
443058026,W30404-6100,"urn-3:FHCL:36710599, urn-3:HUL.DRS.OBJECT:36710598",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:12:13.351Z,,batchW30404-1,347922,2018-05-08T00:12:13.0Z,FHCL.COLL_batchW30404-1_20180409_040420,566,,"dbu ma rgyan gyi bshad sbyar don rnam par nges pa'i chos kyi 'byung gnas, དབུ་མ་རྒྱན་གྱི་བཤད་སྦྱར་དོན་རྣམ་པར་ངེས་པའི་ཆོས་ཀྱི་འབྱུང་གནས",Tibetan Buddhist Resource Center,56667690
443058594,W30406-6101,"urn-3:FHCL:36710601, urn-3:HUL.DRS.OBJECT:36710600",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:13:08.685Z,,batchW30406-1,347923,2018-05-08T00:13:08.0Z,FHCL.COLL_batchW30406-1_20180409_040559,218,,"grub rje sku phreng rim par byon pa'i rnam par thar pa 'dod 'byung nor bu'i phreng ba, གྲུབ་རྗེ་སྐུ་ཕྲེང་རིམ་པར་བྱོན་པའི་རྣམ་པར་ཐར་པ་འདོད་འབྱུང་ནོར་བུའི་ཕྲེང་བ, Grub rje sku phreṅ rim par byon paʾi rnam par thar pa ʾdod ʾbyuṅ nor buʾi phreṅ ba /[Bsod-nams-ñi-mas mdzad]",Tibetan Buddhist Resource Center,15239804
443058814,W30408-I1GS105508,"urn-3:FHCL:36710603, urn-3:HUL.DRS.OBJECT:36710602",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:14:05.382Z,,batchW30408-1,347924,2018-05-08T00:14:05.0Z,FHCL.COLL_batchW30408-1_20180409_040727,254,,"jo nang ba'i gdan rabs mdor bsdus drang srong rgan po'i zhal lung, ཇོ་ནང་བའི་གདན་རབས་མདོར་བསྡུས་དྲང་སྲོང་རྒན་པོའི་ཞལ་ལུང, juenang si yuan jian jie",Tibetan Buddhist Resource Center,77786504
443059070,W30416-I1PD28133,"urn-3:FHCL:36710859, urn-3:HUL.DRS.OBJECT:36710858",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:15:10.547Z,,batchW30416-1,347925,2018-05-08T00:15:10.0Z,FHCL.COLL_batchW30416-1_20180409_040912,362,,"rnam thar gzhan la phan pa'i nyi ma'i 'od zer, རྣམ་ཐར་གཞན་ལ་ཕན་པའི་ཉི་མའི་འོད་ཟེར, mi nyag 'jam dbyangs grags pa'i rang rnam, mu ya . jia yang zha ba zi zhuan, Rnam thar gźan la phan paʼi ñi maʼi ʼod zer źes bya ba bźugs so",Tibetan Buddhist Resource Center,27316746
443059434,W30417-I1GS105480,"urn-3:FHCL:36710861, urn-3:HUL.DRS.OBJECT:36710860",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:17:10.348Z,,batchW30417-1,347926,2018-05-08T00:17:10.0Z,FHCL.COLL_batchW30417-1_20180409_041030,194,,"rnam thar pad+ma'i phreng ba, རྣམ་ཐར་པདྨའི་ཕྲེང་བ",Tibetan Buddhist Resource Center,122984882
443059630,W30426-I1PD30303,"urn-3:FHCL:36710863, urn-3:HUL.DRS.OBJECT:36710862",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:19:11.198Z,,batchW30426-1,347927,2018-05-08T00:19:11.0Z,FHCL.COLL_batchW30426-1_20180409_041135,132,,"bod chen po'i srid lugs dang 'brel ba'i rgyal rabs deb ther dkar po, བོད་ཆེན་པོའི་སྲིད་ལུགས་དང་འབྲེལ་བའི་རྒྱལ་རབས་དེབ་ཐེར་དཀར་པོ, deb ther dkar po, bai shi",Tibetan Buddhist Resource Center,240132416
443059764,W30427-I1PD30307,"urn-3:FHCL:36710865, urn-3:HUL.DRS.OBJECT:36710864",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:22:09.651Z,,batchW30427-1,347928,2018-05-08T00:22:09.0Z,FHCL.COLL_batchW30427-1_20180409_041349,436,,"dpyad rtsom mun 'joms nor bu'i phreng ba, དཔྱད་རྩོམ་མུན་འཇོམས་ནོར་བུའི་ཕྲེང་བ, qu an bao zhu ji cui, Dpyad rtsom mun ʼjoms nor buʼi phreṅ ba /Dor-źi Gdoṅ-drug-sñems-blos brtsams",Tibetan Buddhist Resource Center,185974592
443060202,W30430-I1PD30386,"urn-3:FHCL:36710867, urn-3:HUL.DRS.OBJECT:36710866",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:23:08.351Z,,batchW30430-1,347929,2018-05-08T00:23:08.0Z,FHCL.COLL_batchW30430-1_20180409_041455,184,,"snga 'gyur rnying ma'i byung ba mdo tsam brjod pa, སྔ་འགྱུར་རྙིང་མའི་བྱུང་བ་མདོ་ཙམ་བརྗོད་པ, ning ma pai jian shi",Tibetan Buddhist Resource Center,20901412
443060388,W30431-I1PD30289,"urn-3:FHCL:36710869, urn-3:HUL.DRS.OBJECT:36710868",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:26:09.850Z,,batchW30431-1,347930,2018-05-08T00:26:09.0Z,FHCL.COLL_batchW30431-1_20180409_041728,530,,"bya tshig kun gsal me long, བྱ་ཚིག་ཀུན་གསལ་མེ་ལོང, zang han dui zhao zang wen dong ci ci dian, Bya tshig kun gsal me loṅ =Zang wen dong ci ci dian /sgrig pa po, Hri-źaʼo-lis, Skal-bzaṅ-lha-mo ; źus chen pa, Saṅs-rgyas",Tibetan Buddhist Resource Center,167571646
443060920,W30433-I1PD30379,"urn-3:FHCL:36710871, urn-3:HUL.DRS.OBJECT:36710870",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:28:07.256Z,,batchW30433-1,347931,2018-05-08T00:28:07.0Z,FHCL.COLL_batchW30433-1_20180409_041917,360,,"snyan 'grel yang gsal snang mdzod, སྙན་འགྲེལ་ཡང་གསལ་སྣང་མཛོད",Tibetan Buddhist Resource Center,103646516
443061282,W30434-I1KG14929,"urn-3:FHCL:36710873, urn-3:HUL.DRS.OBJECT:36710872",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:30:13.804Z,,batchW30434-1,347932,2018-05-08T00:30:13.0Z,FHCL.COLL_batchW30434-1_20180409_042144,544,,"dge ba'i bshes gnyen chen po shes rab rgya mtsho, དགེ་བའི་བཤེས་གཉེན་ཆེན་པོ་ཤེས་རབ་རྒྱ་མཚོ།, 西饶嘉措大师, xi rao jia cuo da shi",Tibetan Buddhist Resource Center,52665878
443061828,W30437-I1KG14686,"urn-3:FHCL:36711417, urn-3:HUL.DRS.OBJECT:36711416",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:32:15.491Z,,batchW30437-1,347933,2018-05-08T00:32:15.0Z,FHCL.COLL_batchW30437-1_20180409_042422,548,,"g.yu thog cha lag bco brgyad, གཡུ་ཐོག་ཆ་ལག་བཅོ་བརྒྱད།, sman gzhung cha lag bco brgyad, eighteen parts of the medical scripture, Sman gźuṅ cha lag bco brgyad =Eighteen pars [sic] of the medical scridtue [sic] /Gʹyu-thog Yon-tan-mgon-pos mdzad pa",Tibetan Buddhist Resource Center,113883137
443062378,W30439-I1PD28114,"urn-3:FHCL:36711967, urn-3:HUL.DRS.OBJECT:36711966",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:35:12.411Z,,batchW30439-1,347934,2018-05-08T00:35:12.0Z,FHCL.COLL_batchW30439-1_20180409_042543,176,,"gangs ljongs grags can mi sna'i 'khrungs 'das lo tshigs re'u mig gsal bar ston pa, གངས་ལྗོངས་གྲགས་ཅན་མི་སྣའི་འཁྲུངས་འདས་ལོ་ཚིགས་རེའུ་མིག་གསལ་བར་སྟོན་པ, gangs can mi sna grags can gyi 'khrungs 'das lo tshigs re'u mig, xi zang li dai ming ren sheng zu nian biao",Tibetan Buddhist Resource Center,230538306
443062556,W30440-I1PD30325,"urn-3:FHCL:36711969, urn-3:HUL.DRS.OBJECT:36711968",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:47:34.425Z,,batchW30440-1,347935,2018-05-08T00:47:33.0Z,FHCL.COLL_batchW30440-1_20180409_043146,1322,,"bod ljongs rgyun spyod krung dbyi'i sman rigs, བོད་ལྗོངས་རྒྱུན་སྤྱོད་ཀྲུང་དབྱིའི་སྨན་རིགས",Tibetan Buddhist Resource Center,767898366
443063880,W30441-I1PD30297,"urn-3:FHCL:36711971, urn-3:HUL.DRS.OBJECT:36711970",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:48:04.201Z,,batchW30441-1,347936,2018-05-08T00:48:04.0Z,FHCL.COLL_batchW30441-1_20180409_043258,178,,"dbu ma'i zab gnad snying por dril ba'i legs bshad, དབུ་མའི་ཟབ་གནད་སྙིང་པོར་དྲིལ་བའི་ལེགས་བཤད, klu sgrub dgongs rgyan, zhong guan jing yao, long zhu xin zhuang yan",Tibetan Buddhist Resource Center,91124308
443064060,W30448-I1PD28116,"urn-3:FHCL:36711973, urn-3:HUL.DRS.OBJECT:36711972",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:52:13.37Z,,batchW30448-1,347937,2018-05-08T00:52:12.0Z,FHCL.COLL_batchW30448-1_20180409_043613,660,,"rtogs brjod dpag bsam 'khri shing gi rtsa 'grel, རྟོགས་བརྗོད་དཔག་བསམ་འཁྲི་ཤིང་གི་རྩ་འགྲེལ, abotuona ru yi ten ben zhu, avadanakalpalata. tibetan, Rtogs brjod dpag bsam ʼkhri śiṅ gi rtsa ʼgrel",Tibetan Buddhist Resource Center,238283294
443064722,W30449-I1PD36341,"urn-3:FHCL:36711975, urn-3:HUL.DRS.OBJECT:36711974",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T00:57:16.6Z,,batchW30449-1,347938,2018-05-08T00:57:16.0Z,FHCL.COLL_batchW30449-1_20180409_043804,208,,"bod kyi mdzes ris sgyu rtsal gter mdzod, བོད་ཀྱི་མཛེས་རིས་སྒྱུ་རྩལ་གཏེར་མཛོད, the art treasures of tibetan paintings, zang zu hui ha yi shu bao ku",Tibetan Buddhist Resource Center,514733952
443091010,W30455-6125,"urn-3:FHCL:36723379, urn-3:HUL.DRS.OBJECT:36723378",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:00:45.692Z,,batchW30455-1,348671,2018-05-08T12:00:45.0Z,FHCL.COLL_batchW30455-1_20180409_044830,604,,"ron-ston ses-bya-kun-rig's study of the abhisamayalankara, shes rab kyi pha rol tu phyin pa'i man ngag gi bstan bcos mngon par rtogs pa'i rgyan ces bya ba'i rnam bshad tshig don rab tu gsal ba, mngon rtogs rgyan gyi rnam bshad, Roṅ-ston Śes-bya-kun-rig's study of the Abhisamayālaṅkāra :being the text of Śes bya pha rol tu phyin paʾi man ṅag gi bstan bcos mṅon par rtogs paʾi rgyan ces bya baʾi rnam bśad tshig don rab tu gsal ba /[Roṅ-ston-chen-po Śākyaʾi-rgyal-mtshan-dpal-bzaṅ-pos ... sbyar ba o]",Tibetan Buddhist Resource Center,53368276
443091020,W30454-I1KG5138,"urn-3:FHCL:36723377, urn-3:HUL.DRS.OBJECT:36723376",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:00:42.665Z,,batchW30454-1,348670,2018-05-08T12:00:40.0Z,FHCL.COLL_batchW30454-1_20180409_044533,439,,"sems kyi bzhur rgyun deng rabs bod kyi snyan ngag gces btus, སེམས་ཀྱི་བཞུར་རྒྱུན, deng rabs bod kyi snyan ngag gces btus",Tibetan Buddhist Resource Center,32272965
443092057,W30451-I1KG10208,"urn-3:FHCL:36723392, urn-3:HUL.DRS.OBJECT:36723391",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:00:51.940Z,,batchW30451-1,348672,2018-05-08T12:00:51.0Z,FHCL.COLL_batchW30451-1_20180409_044120,718,,"bkah than sde lna, bka' thang sde lnga/（zhol par ma/）, Bkah-thaṅ-sde-lṅa",Tibetan Buddhist Resource Center,121387239
443092777,W2PD14777-I2PD14809,"urn-3:FHCL:36723985, urn-3:HUL.DRS.OBJECT:36723984",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:01:30.628Z,,batchW2PD14777-2,348673,2018-05-08T12:01:30.0Z,FHCL.COLL_batchW2PD14777-2_20180409_091317,718,,"rgyud sde rin po che kun las btus pa'i glegs bam bzhugs, རྒྱུད་སྡེ་རིན་པོ་ཆེ་ཀུན་ལས་བཏུས་པའི་གླེགས་བམ་བཞུགས།, rgyud sde kun btus/ （rdzong sar glog klad par ma/）",Tibetan Buddhist Resource Center,237379963
443093497,W2PD14777-I2PD14810,"urn-3:FHCL:36725394, urn-3:HUL.DRS.OBJECT:36725393",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:02:39.117Z,,batchW2PD14777-2,348673,2018-05-08T12:01:30.0Z,FHCL.COLL_batchW2PD14777-2_20180409_091317,1099,,"rgyud sde rin po che kun las btus pa'i glegs bam bzhugs, རྒྱུད་སྡེ་རིན་པོ་ཆེ་ཀུན་ལས་བཏུས་པའི་གླེགས་བམ་བཞུགས།, rgyud sde kun btus/ （rdzong sar glog klad par ma/）",Tibetan Buddhist Resource Center,335970078
443094598,W30026-I1KG17075,"urn-3:FHCL:36724360, urn-3:HUL.DRS.OBJECT:36724340",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:01:43.414Z,,batchW30026-1,348674,2018-05-08T12:01:43.0Z,FHCL.COLL_batchW30026-1_20180408_205819,130,,"gling ge sar rgyal po'i sgrub las 'dan ma'i nas rdzong 'bru sngon g.yang gi gter sgo 'byed pa, གླིང་གེ་སར་རྒྱལ་པོའི་སྒྲུབ་ལས་འདན་མའི་ནས་རྫོང་འབྲུ་སྔོན་གཡང་གི་གཏེར་སྒོ་འབྱེད་པ།, 'dan ma'i nas rdzong phab pa, 丹玛青稞宗, dan ma qing ke zong, Gliṅ Ge-sar rgyal poʾi sgruṅ las ʾDan-maʾi nas rdzoṅ ʾbru sṅon gʾyaṅ gi gter sgo ʾbyed pa /[Mtsho-sṅon Źiṅ-chen ""Ge-sar sgruṅ"" źib ʾjug khaṅ gis ma yig ʾdon sprod byas ; Gcod-pa Don-grub daṅ Rdo-rje-tshe-riṅ gis dag sgrig byas]",Tibetan Buddhist Resource Center,13385445
443094730,W30030-I1PD344,"urn-3:FHCL:36724692, urn-3:HUL.DRS.OBJECT:36724691",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:02:03.51Z,,batchW30030-1,348675,2018-05-08T12:02:03.0Z,FHCL.COLL_batchW30030-1_20180408_205955,262,,"bod kyi chang gzhas phyogs bsgrigs, བོད་ཀྱི་ཆང་གཞས་ཕྱོགས་བསྒྲིགས།, 西藏酒歌集, xi zang jiu ge ji, Bod kyi chaṅ gźas phyogs bsgrigs /[bsdu sgrig pa], Bsod-tshe",Tibetan Buddhist Resource Center,40786947
443094994,W30461-I1PD36369,"urn-3:FHCL:36725410, urn-3:HUL.DRS.OBJECT:36725409",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:02:42.781Z,,batchW30461-1,348677,2018-05-08T12:02:43.0Z,FHCL.COLL_batchW30461-1_20180409_045050,200,,"rtsom sgrig rgya mtsho'i nor bu : zhu chen pa dge 'dun gyi dpe skrun zin tho, རྩོམ་སྒྲིག་རྒྱ་མཚོའི་ནོར་བུ་༔་ཞུ་ཆེན་པ་དགེ་འདུན་གྱི་དཔེ་སྐྲུན་ཟིན་ཐོ, bian hai cai zhu : zang zu pian ji jia gengdeng shou zha, Rtsom sgrig rgya mtshoʼi nor bu /Źu-chen-pa Dge-ʼdun gyis dpe skrun zin tho",Tibetan Buddhist Resource Center,892855314
443095196,W30031-5770,"urn-3:FHCL:36725392, urn-3:HUL.DRS.OBJECT:36725391",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:02:36.388Z,,batchW30031-1,348676,2018-05-08T12:02:36.0Z,FHCL.COLL_batchW30031-1_20180408_210122,236,,"slob gso lag len rnam bshad do dam pa'i bsam gzhigs dang gsar btod, སློབ་གསོ་ལག་ལེན་རྣམ་བཤད, do dam pa'i bsam gzhigs dang gsar btod, jiao yu shi jian lun, Slob gso lag len rnam bśad :do dam paʼi gsam gígs daṅ gsar btod /Gcan-roṅ Bstan-ʼdzin gyis brtsams",Tibetan Buddhist Resource Center,17701926
443095434,W30032-I00EGS1017209,"urn-3:FHCL:36725446, urn-3:HUL.DRS.OBJECT:36725445",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:02:51.333Z,,batchW30032-1,348678,2018-05-08T12:02:51.0Z,FHCL.COLL_batchW30032-1_20180408_210404,430,,"rma lho sog rdzong gi rtsom rig brtsams chos bdams bsgrigs, རྨ་ལྷོ་སོག་རྫོང་གི་རྩོམ་རིག་བརྩམས་ཆོས་བདམས་བསྒྲིགས, literature selections of henan county, Rma-lho Sog-rdzoṅ gi rtsom rig brtsams chos bdams bsgrigs /Tshe-riṅ-don-ʼgrub daṅ Bde-skyid-sgrol-mas bsgrigs",Tibetan Buddhist Resource Center,113066782
443095866,W30462-I1KG17417,"urn-3:FHCL:36725703, urn-3:HUL.DRS.OBJECT:36725702",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:03:09.307Z,,batchW30462-1,348680,2018-05-08T12:03:09.0Z,FHCL.COLL_batchW30462-1_20180409_045337,618,,"ge sar sgrung gi dpyad rtsom kun bsdus, གེ་སར་སྒྲུང་གི་དཔྱད་རྩོམ་ཀུན་བསྡུས།, 格萨尔文集, ge sa er wen ji, Ge-sar sgruṅ gi dpyad rtsom kun bsdus / gtso sgrig pa, Bya-gźuṅ Rdo-lha ; gtso sgrig gźon pa, Bya-gźuṅ Gʾyaṅ-ʾbum-rgyal ... [et al.]",Tibetan Buddhist Resource Center,89255791
