file_id_num,file_huldrsadmin_ownerSuppliedName_string,file_huldrsadmin_uri_string_sort,file_huldrsadmin_accessFlag_string,file_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,file_premis_format_string,file_mets_mimetype_string,file_huldrsadmin_insertionDate_date,file_huldrsadmin_suppliedFilename_string,file_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,file_huldrsadmin_adminFlagType_string_sort,object_mets_type_string,object_huldrsadmin_producer_string_sort,file_huldrsadmin_producer_string_sort,file_premis_size_num
459406761,W20406-Outline,urn-3:FHCL:37607804,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:04.305Z,W20406-Outline--W20406-Outline.ttl,,outlineW20406-Outline,611698,2018-10-11T15:14:04.0Z,FHCL.COLL_outlineW20406-Outline_20181009_214931,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,45118
459406764,W29654-Outline,urn-3:FHCL:37607809,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:05.99Z,W29654-Outline--W29654-Outline.ttl,,outlineW29654-Outline,611699,2018-10-11T15:14:05.0Z,FHCL.COLL_outlineW29654-Outline_20181009_224921,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,107295
459406767,W29515-Outline,urn-3:FHCL:37607810,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:05.428Z,W29515-Outline--W29515-Outline.ttl,,outlineW29515-Outline,611700,2018-10-11T15:14:05.0Z,FHCL.COLL_outlineW29515-Outline_20181009_225107,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,267091
459406770,W29363-Outline,urn-3:FHCL:37607811,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:05.479Z,W29363-Outline--W29363-Outline.ttl,,outlineW29363-Outline,611701,2018-10-11T15:14:05.0Z,FHCL.COLL_outlineW29363-Outline_20181009_151119,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,24278
459406773,W29147-Outline,urn-3:FHCL:37607814,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:06.223Z,W29147-Outline--W29147-Outline.ttl,,outlineW29147-Outline,611702,2018-10-11T15:14:06.0Z,FHCL.COLL_outlineW29147-Outline_20181009_223638,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,41378
459406776,W20826-Outline,urn-3:FHCL:37607816,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:06.615Z,W20826-Outline--W20826-Outline.ttl,,outlineW20826-Outline,611703,2018-10-11T15:14:06.0Z,FHCL.COLL_outlineW20826-Outline_20181009_224738,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,23287
459406779,W20837-Outline,urn-3:FHCL:37607817,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:06.661Z,W20837-Outline--W20837-Outline.ttl,,outlineW20837-Outline,611704,2018-10-11T15:14:06.0Z,FHCL.COLL_outlineW20837-Outline_20181009_224000,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,89285
459406782,W2CZ6595-Outline,urn-3:FHCL:37607820,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:07.369Z,W2CZ6595-Outline--W2CZ6595-Outline.ttl,,outlineW2CZ6595-Outline,611705,2018-10-11T15:14:07.0Z,FHCL.COLL_outlineW2CZ6595-Outline_20181009_225015,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,16266
459406785,W21661-Outline,urn-3:FHCL:37607822,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:07.730Z,W21661-Outline--W21661-Outline.ttl,,outlineW21661-Outline,611706,2018-10-11T15:14:07.0Z,FHCL.COLL_outlineW21661-Outline_20181009_214519,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,27295
459406788,W20839-Outline,urn-3:FHCL:37607823,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:09.0Z,W20839-Outline--W20839-Outline.ttl,,outlineW20839-Outline,611707,2018-10-11T15:14:07.0Z,FHCL.COLL_outlineW20839-Outline_20181009_223818,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,28939
459406791,W21615-Outline,urn-3:FHCL:37607826,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:09.790Z,W21615-Outline--W21615-Outline.ttl,,outlineW21615-Outline,611708,2018-10-11T15:14:09.0Z,FHCL.COLL_outlineW21615-Outline_20181009_224144,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,38703
459406794,W22294-Outline,urn-3:FHCL:37607827,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:09.816Z,W22294-Outline--W22294-Outline.ttl,,outlineW22294-Outline,611709,2018-10-11T15:14:09.0Z,FHCL.COLL_outlineW22294-Outline_20181009_214611,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,16915
459406797,W21752-Outline,urn-3:FHCL:37607829,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:10.277Z,W21752-Outline--W21752-Outline.ttl,,outlineW21752-Outline,611710,2018-10-11T15:14:10.0Z,FHCL.COLL_outlineW21752-Outline_20181009_215257,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,18725
459406800,W1KG2815-Outline,urn-3:FHCL:37607833,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:11.59Z,W1KG2815-Outline--W1KG2815-Outline.ttl,,outlineW1KG2815-Outline,611711,2018-10-11T15:14:11.0Z,FHCL.COLL_outlineW1KG2815-Outline_20181009_223908,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,16019
459406803,W1PD181153-Outline,urn-3:FHCL:37607832,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:11.39Z,W1PD181153-Outline--W1PD181153-Outline.ttl,,outlineW1PD181153-Outline,611712,2018-10-11T15:14:11.0Z,FHCL.COLL_outlineW1PD181153-Outline_20181009_222946,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,15473
459406806,W1PD181155-Outline,urn-3:FHCL:37607835,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:11.870Z,W1PD181155-Outline--W1PD181155-Outline.ttl,,outlineW1PD181155-Outline,611713,2018-10-11T15:14:11.0Z,FHCL.COLL_outlineW1PD181155-Outline_20181009_223130,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,18826
459406809,W1PD181151-Outline,urn-3:FHCL:37607839,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:12.730Z,W1PD181151-Outline--W1PD181151-Outline.ttl,,outlineW1PD181151-Outline,611714,2018-10-11T15:14:12.0Z,FHCL.COLL_outlineW1PD181151-Outline_20181009_222803,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,30060
459406812,W1PD181149-Outline,urn-3:FHCL:37607838,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:12.338Z,W1PD181149-Outline--W1PD181149-Outline.ttl,,outlineW1PD181149-Outline,611715,2018-10-11T15:14:12.0Z,FHCL.COLL_outlineW1PD181149-Outline_20181009_223728,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,50142
459406815,W18134-Outline,urn-3:FHCL:37607842,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:13.191Z,W18134-Outline--W18134-Outline.ttl,,outlineW18134-Outline,611716,2018-10-11T15:14:13.0Z,FHCL.COLL_outlineW18134-Outline_20181009_225157,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,72441
459406818,W1KG1804-Outline,urn-3:FHCL:37607843,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:13.554Z,W1KG1804-Outline--W1KG1804-Outline.ttl,,outlineW1KG1804-Outline,611717,2018-10-11T15:14:13.0Z,FHCL.COLL_outlineW1KG1804-Outline_20181009_224325,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,67544
459406821,W1PD181152-Outline,urn-3:FHCL:37607846,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:14.174Z,W1PD181152-Outline--W1PD181152-Outline.ttl,,outlineW1PD181152-Outline,611718,2018-10-11T15:14:14.0Z,FHCL.COLL_outlineW1PD181152-Outline_20181009_222853,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,8742
459406824,W1PD181154-Outline,urn-3:FHCL:37607847,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:14.602Z,W1PD181154-Outline--W1PD181154-Outline.ttl,,outlineW1PD181154-Outline,611719,2018-10-11T15:14:14.0Z,FHCL.COLL_outlineW1PD181154-Outline_20181009_223038,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,14613
459406827,W23937-Outline,urn-3:FHCL:37607850,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:15.36Z,W23937-Outline--W23937-Outline.ttl,,outlineW23937-Outline,611720,2018-10-11T15:14:15.0Z,FHCL.COLL_outlineW23937-Outline_20181009_214701,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,14757
459406830,W23670-Outline,urn-3:FHCL:37607851,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:15.283Z,W23670-Outline--W23670-Outline.ttl,,outlineW23670-Outline,611721,2018-10-11T15:14:15.0Z,FHCL.COLL_outlineW23670-Outline_20181010_145937,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,74157
459406833,W2429-Outline,urn-3:FHCL:37607853,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:15.758Z,W2429-Outline--W2429-Outline.ttl,,outlineW2429-Outline,611722,2018-10-11T15:14:15.0Z,FHCL.COLL_outlineW2429-Outline_20181009_224234,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,14863
459406836,W1PD181165-Outline,urn-3:FHCL:37607856,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:16.237Z,W1PD181165-Outline--W1PD181165-Outline.ttl,,outlineW1PD181165-Outline,611723,2018-10-11T15:14:16.0Z,FHCL.COLL_outlineW1PD181165-Outline_20181009_223548,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,102454
459406839,W1PD181156-Outline,urn-3:FHCL:37607857,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:16.430Z,W1PD181156-Outline--W1PD181156-Outline.ttl,,outlineW1PD181156-Outline,611724,2018-10-11T15:14:16.0Z,FHCL.COLL_outlineW1PD181156-Outline_20181009_223223,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,20156
459406842,W1PD181159-Outline,urn-3:FHCL:37607859,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:16.889Z,W1PD181159-Outline--W1PD181159-Outline.ttl,,outlineW1PD181159-Outline,611725,2018-10-11T15:14:16.0Z,FHCL.COLL_outlineW1PD181159-Outline_20181009_223458,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,44833
459406845,W24591-Outline,urn-3:FHCL:37607862,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:17.343Z,W24591-Outline--W24591-Outline.ttl,,outlineW24591-Outline,611726,2018-10-11T15:14:17.0Z,FHCL.COLL_outlineW24591-Outline_20181009_150842,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,29787
459406848,W1PD5297-Outline,urn-3:FHCL:37607863,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:17.523Z,W1PD5297-Outline--W1PD5297-Outline.ttl,,outlineW1PD5297-Outline,611727,2018-10-11T15:14:17.0Z,FHCL.COLL_outlineW1PD5297-Outline_20181009_224558,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,22530
459406851,W30074-Outline,urn-3:FHCL:37607865,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:18.12Z,W30074-Outline--W30074-Outline.ttl,,outlineW30074-Outline,611728,2018-10-11T15:14:18.0Z,FHCL.COLL_outlineW30074-Outline_20181009_151026,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,32319
459406854,W669-Outline,urn-3:FHCL:37607868,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:18.706Z,W669-Outline--W669-Outline.ttl,,outlineW669-Outline,611729,2018-10-11T15:14:18.0Z,FHCL.COLL_outlineW669-Outline_20181009_215022,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,27673
459406857,W635-Outline,urn-3:FHCL:37607869,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:18.707Z,W635-Outline--W635-Outline.ttl,,outlineW635-Outline,611730,2018-10-11T15:14:18.0Z,FHCL.COLL_outlineW635-Outline_20181009_224831,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,802364
459406860,W665-Outline,urn-3:FHCL:37607871,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:19.345Z,W665-Outline--W665-Outline.ttl,,outlineW665-Outline,611731,2018-10-11T15:14:19.0Z,FHCL.COLL_outlineW665-Outline_20181009_214841,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,20869
459406863,W7479-Outline,urn-3:FHCL:37607873,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:14:19.829Z,W7479-Outline--W7479-Outline.ttl,,outlineW7479-Outline,611732,2018-10-11T15:14:19.0Z,FHCL.COLL_outlineW7479-Outline_20181009_150936,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,18751
459406866,W26741-Outline,urn-3:FHCL:37607877,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:15:04.129Z,W26741-Outline--W26741-Outline.ttl,,outlineW26741-Outline,611734,2018-10-11T15:15:04.0Z,FHCL.COLL_outlineW26741-Outline_20181009_222713,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,19076
459406869,W1PD5298-Outline,urn-3:FHCL:37607876,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:15:04.29Z,W1PD5298-Outline--W1PD5298-Outline.ttl,,outlineW1PD5298-Outline,611733,2018-10-11T15:15:04.0Z,FHCL.COLL_outlineW1PD5298-Outline_20181009_224508,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,19056
459414119,W00KG09216-Outline,urn-3:FHCL:37607881,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:31:08.297Z,W00KG09216-Outline--W00KG09216-Outline.ttl,,outlineW00KG09216-Outline,611736,2018-10-11T15:31:08.0Z,FHCL.COLL_outlineW00KG09216-Outline_20181009_224649,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,21409
459414122,W00KG09693-Outline,urn-3:FHCL:37607880,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:31:08.205Z,W00KG09693-Outline--W00KG09693-Outline.ttl,,outlineW00KG09693-Outline,611735,2018-10-11T15:31:08.0Z,FHCL.COLL_outlineW00KG09693-Outline_20181009_223315,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,65447
459414299,W00KG09747-Outline,urn-3:FHCL:37607883,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:31:09.519Z,W00KG09747-Outline--W00KG09747-Outline.ttl,,outlineW00KG09747-Outline,611737,2018-10-11T15:31:09.0Z,FHCL.COLL_outlineW00KG09747-Outline_20181009_224051,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,108509
459414302,W00KG03976-Outline,urn-3:FHCL:37607885,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T15:31:10.767Z,W00KG03976-Outline--W00KG03976-Outline.ttl,,outlineW00KG03976-Outline,611738,2018-10-11T15:31:10.0Z,FHCL.COLL_outlineW00KG03976-Outline_20181009_223408,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,414632
459418419,W28898-Outline,urn-3:FHCL:37611521,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:05.288Z,W28898-Outline--W28898-Outline.ttl,,outlineW28898-Outline,611768,2018-10-11T18:31:02.0Z,FHCL.COLL_outlineW28898-Outline_20181010_172413,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,473309
459418422,W29015-Outline,urn-3:FHCL:37611522,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:05.322Z,W29015-Outline--W29015-Outline.ttl,,outlineW29015-Outline,611766,2018-10-11T18:31:02.0Z,FHCL.COLL_outlineW29015-Outline_20181011_111554,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,79464
459418425,W28922-Outline,urn-3:FHCL:37611518,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:04.650Z,W28922-Outline--W28922-Outline.ttl,,outlineW28922-Outline,611765,2018-10-11T18:31:02.0Z,FHCL.COLL_outlineW28922-Outline_20181010_161324,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,55443
